17 1 1 1
18 1 1 1
19 1 1 1
20 1 1 1
21 1 1 1
22 1 1 1
23 1 1 1
24 1 1 1
25 1 1 1
26 1 1 1
27 1 1 1
60 1 1 1
61 1 1 1
62 1 1 1
63 1 1 1
64 1 1 1
65 1 1 1
66 1 1 1
67 1 1 1
68 1 1 1
69 1 1 1
70 1 1 1
103 1 1 1
104 1 1 1
105 1 1 1
106 1 1 1
107 1 1 1
108 1 1 1
109 1 1 1
110 1 1 1
111 1 1 1
112 1 1 1
113 1 1 1
146 1 1 1
147 1 1 1
148 1 1 1
149 1 1 1
150 1 1 1
151 1 1 1
152 1 1 1
153 1 1 1
154 1 1 1
155 1 1 1
156 1 1 1
189 1 1 1
190 1 1 1
191 1 1 1
192 1 1 1
193 1 1 1
194 1 1 1
195 1 1 1
196 1 1 1
197 1 1 1
198 1 1 1
199 1 1 1
232 1 1 1
233 1 1 1
234 1 1 1
235 1 1 1
236 1 1 1
237 1 1 1
238 1 1 1
239 1 1 1
240 1 1 1
241 1 1 1
242 1 1 1
275 1 1 1
276 1 1 1
277 1 1 1
278 1 1 1
279 1 1 1
280 1 1 1
281 1 1 1
282 1 1 1
283 1 1 1
284 1 1 1
285 1 1 1
318 1 1 1
319 1 1 1
320 1 1 1
321 1 1 1
322 1 1 1
323 1 1 1
324 1 1 1
325 1 1 1
326 1 1 1
327 1 1 1
328 1 1 1
361 1 1 1
362 1 1 1
363 1 1 1
364 1 1 1
365 1 1 1
366 1 1 1
367 1 1 1
368 1 1 1
369 1 1 1
370 1 1 1
371 1 1 1
404 1 1 1
405 1 1 1
406 1 1 1
407 1 1 1
408 1 1 1
409 1 1 1
410 1 1 1
411 1 1 1
412 1 1 1
413 1 1 1
414 1 1 1
447 1 1 1
448 1 1 1
449 1 1 1
450 1 1 1
451 1 1 1
452 1 1 1
453 1 1 1
454 1 1 1
455 1 1 1
456 1 1 1
457 1 1 1
490 1 1 1
491 1 1 1
492 1 1 1
493 1 1 1
494 1 1 1
495 1 1 1
496 1 1 1
497 1 1 1
498 1 1 1
499 1 1 1
500 1 1 1
533 1 1 1
534 1 1 1
535 1 1 1
536 1 1 1
537 1 1 1
538 1 1 1
539 1 1 1
540 1 1 1
541 1 1 1
542 1 1 1
543 1 1 1
576 1 1 1
577 1 1 1
578 1 1 1
579 1 1 1
580 1 1 1
581 1 1 1
582 1 1 1
583 1 1 1
584 1 1 1
585 1 1 1
586 1 1 1
619 1 1 1
620 1 1 1
621 1 1 1
622 1 1 1
623 1 1 1
624 1 1 1
625 1 1 1
626 1 1 1
627 1 1 1
628 1 1 1
629 1 1 1
662 1 1 1
663 1 1 1
664 1 1 1
665 1 1 1
666 1 1 1
667 1 1 1
668 1 1 1
669 1 1 1
670 1 1 1
671 1 1 1
672 1 1 1
705 1 1 1
706 1 1 1
707 1 1 1
708 1 1 1
709 1 1 1
710 1 1 1
711 1 1 1
712 1 1 1
713 1 1 1
714 1 1 1
715 1 1 1
748 1 1 1
749 1 1 1
750 1 1 1
751 1 1 1
752 1 1 1
753 1 1 1
754 1 1 1
755 1 1 1
756 1 1 1
757 1 1 1
758 1 1 1
791 1 1 1
792 1 1 1
793 1 1 1
794 1 1 1
795 1 1 1
796 1 1 1
797 1 1 1
798 1 1 1
799 1 1 1
800 1 1 1
801 1 1 1
834 1 1 1
835 1 1 1
836 1 1 1
837 1 1 1
838 1 1 1
839 1 1 1
840 1 1 1
841 1 1 1
842 1 1 1
843 1 1 1
844 1 1 1
877 1 1 1
878 1 1 1
879 1 1 1
880 1 1 1
881 1 1 1
882 1 1 1
883 1 1 1
884 1 1 1
885 1 1 1
886 1 1 1
887 1 1 1
920 1 1 1
921 1 1 1
922 1 1 1
923 1 1 1
924 1 1 1
925 1 1 1
926 1 1 1
927 1 1 1
928 1 1 1
929 1 1 1
930 1 1 1
963 1 1 1
964 1 1 1
965 1 1 1
966 1 1 1
967 1 1 1
968 1 1 1
969 1 1 1
970 1 1 1
971 1 1 1
972 1 1 1
973 1 1 1
1006 1 1 1
1007 1 1 1
1008 1 1 1
1009 1 1 1
1010 1 1 1
1011 1 1 1
1012 1 1 1
1013 1 1 1
1014 1 1 1
1015 1 1 1
1016 1 1 1
1049 1 1 1
1050 1 1 1
1051 1 1 1
1052 1 1 1
1053 1 1 1
1054 1 1 1
1055 1 1 1
1056 1 1 1
1057 1 1 1
1058 1 1 1
1059 1 1 1
1092 1 1 1
1093 1 1 1
1094 1 1 1
1095 1 1 1
1096 1 1 1
1097 1 1 1
1098 1 1 1
1099 1 1 1
1100 1 1 1
1101 1 1 1
1102 1 1 1
1135 1 1 1
1136 1 1 1
1137 1 1 1
1138 1 1 1
1139 1 1 1
1140 1 1 1
1141 1 1 1
1142 1 1 1
1143 1 1 1
1144 1 1 1
1145 1 1 1
1178 1 1 1
1179 1 1 1
1180 1 1 1
1181 1 1 1
1182 1 1 1
1183 1 1 1
1184 1 1 1
1185 1 1 1
1186 1 1 1
1187 1 1 1
1188 1 1 1
1221 1 1 1
1222 1 1 1
1223 1 1 1
1224 1 1 1
1225 1 1 1
1226 1 1 1
1227 1 1 1
1228 1 1 1
1229 1 1 1
1230 1 1 1
1231 1 1 1
1264 1 1 1
1265 1 1 1
1266 1 1 1
1267 1 1 1
1268 1 1 1
1269 1 1 1
1270 1 1 1
1271 1 1 1
1272 1 1 1
1273 1 1 1
1274 1 1 1
1307 1 1 1
1308 1 1 1
1309 1 1 1
1310 1 1 1
1311 1 1 1
1312 1 1 1
1313 1 1 1
1314 1 1 1
1315 1 1 1
1316 1 1 1
1317 1 1 1
1350 1 1 1
1351 1 1 1
1352 1 1 1
1353 1 1 1
1354 1 1 1
1355 1 1 1
1356 1 1 1
1357 1 1 1
1358 1 1 1
1359 1 1 1
1360 1 1 1
1393 1 1 1
1394 1 1 1
1395 1 1 1
1396 1 1 1
1397 1 1 1
1398 1 1 1
1399 1 1 1
1400 1 1 1
1401 1 1 1
1402 1 1 1
1403 1 1 1
1436 1 1 1
1437 1 1 1
1438 1 1 1
1439 1 1 1
1440 1 1 1
1441 1 1 1
1442 1 1 1
1443 1 1 1
1444 1 1 1
1445 1 1 1
1446 1 1 1
1479 1 1 1
1480 1 1 1
1481 1 1 1
1482 1 1 1
1483 1 1 1
1484 1 1 1
1485 1 1 1
1486 1 1 1
1487 1 1 1
1488 1 1 1
1489 1 1 1
1522 1 1 1
1523 1 1 1
1524 1 1 1
1525 1 1 1
1526 1 1 1
1527 1 1 1
1528 1 1 1
1529 1 1 1
1530 1 1 1
1531 1 1 1
1532 1 1 1
1565 1 1 1
1566 1 1 1
1567 1 1 1
1568 1 1 1
1569 1 1 1
1570 1 1 1
1571 1 1 1
1572 1 1 1
1573 1 1 1
1574 1 1 1
1575 1 1 1
1608 1 1 1
1609 1 1 1
1610 1 1 1
1611 1 1 1
1612 1 1 1
1613 1 1 1
1614 1 1 1
1615 1 1 1
1616 1 1 1
1617 1 1 1
1618 1 1 1
1651 1 1 1
1652 1 1 1
1653 1 1 1
1654 1 1 1
1655 1 1 1
1656 1 1 1
1657 1 1 1
1658 1 1 1
1659 1 1 1
1660 1 1 1
1661 1 1 1
1694 1 1 1
1695 1 1 1
1696 1 1 1
1697 1 1 1
1698 1 1 1
1699 1 1 1
1700 1 1 1
1701 1 1 1
1702 1 1 1
1703 1 1 1
1704 1 1 1
